source,target,relationship,properties
Hypericum laricifolium,2405;14032,TREATMENT_FOR,{}
Hypericum laricifolium,2475,TREATMENT_FOR,{}
Hypericum laricifolium,2479,TREATMENT_FOR,{}
Hypericum laricifolium,3068,TREATMENT_FOR,{}
Hypericum laricifolium,18571,TREATMENT_FOR,{}
Hypericum laricifolium,3263,TREATMENT_FOR,{}
Hypericum laricifolium,3476,TREATMENT_FOR,{}
Hypericum laricifolium,3587,TREATMENT_FOR,{}
Hypericum laricifolium,4061,TREATMENT_FOR,{}
Hypericum laricifolium,4302,TREATMENT_FOR,{}
Hypericum laricifolium,8135,TREATMENT_FOR,{}
Hypericum laricifolium,4306,TREATMENT_FOR,{}
Hypericum laricifolium,4827,TREATMENT_FOR,{}
Hypericum laricifolium,4872,TREATMENT_FOR,{}
Hypericum laricifolium,5318,TREATMENT_FOR,{}
Hypericum laricifolium,5361,TREATMENT_FOR,{}
Hypericum laricifolium,5456,TREATMENT_FOR,{}
Hypericum laricifolium,5630,TREATMENT_FOR,{}
Hypericum laricifolium,5644,TREATMENT_FOR,{}
Hypericum laricifolium,5755;17439,TREATMENT_FOR,{}
Hypericum laricifolium,5901;5902,TREATMENT_FOR,{}
Hypericum laricifolium,6289,TREATMENT_FOR,{}
Hypericum laricifolium,6406,TREATMENT_FOR,{}
Hypericum laricifolium,15921,TREATMENT_FOR,{}
Hypericum laricifolium,6801,TREATMENT_FOR,{}
Hypericum laricifolium,7064;19001,TREATMENT_FOR,{}
Hypericum laricifolium,7393;7394,TREATMENT_FOR,{}
Hypericum laricifolium,13863,TREATMENT_FOR,{}
Hypericum laricifolium,7770,TREATMENT_FOR,{}
Hypericum laricifolium,7843,TREATMENT_FOR,{}
Hypericum mysorense,1380,TREATMENT_FOR,{}
Hypericum mysorense,1890;13651,TREATMENT_FOR,{}
Hypericum mysorense,3476,TREATMENT_FOR,{}
Hypericum mysorense,3773,TREATMENT_FOR,{}
Hypericum oblongifolium,16089,TREATMENT_FOR,{}
Hypericum oblongifolium,1372,TREATMENT_FOR,{}
Hypericum oblongifolium,8119,TREATMENT_FOR,{}
Hypericum oblongifolium,1380,TREATMENT_FOR,{}
Hypericum oblongifolium,1412,TREATMENT_FOR,{}
Hypericum oblongifolium,1870,TREATMENT_FOR,{}
Hypericum oblongifolium,1890;13651,TREATMENT_FOR,{}
Hypericum oblongifolium,1904,TREATMENT_FOR,{}
Hypericum oblongifolium,2011,TREATMENT_FOR,{}
Hypericum oblongifolium,2056,TREATMENT_FOR,{}
Hypericum oblongifolium,20887,TREATMENT_FOR,{}
Hypericum oblongifolium,2267,TREATMENT_FOR,{}
Hypericum oblongifolium,2317,TREATMENT_FOR,{}
Hypericum oblongifolium,2353,TREATMENT_FOR,{}
Hypericum oblongifolium,2405;14032,TREATMENT_FOR,{}
Hypericum oblongifolium,2475,TREATMENT_FOR,{}
Hypericum oblongifolium,3068,TREATMENT_FOR,{}
Hypericum oblongifolium,3263,TREATMENT_FOR,{}
Hypericum oblongifolium,3476,TREATMENT_FOR,{}
Hypericum oblongifolium,3587,TREATMENT_FOR,{}
Hypericum oblongifolium,8135,TREATMENT_FOR,{}
Hypericum oblongifolium,4306,TREATMENT_FOR,{}
Hypericum oblongifolium,4827,TREATMENT_FOR,{}
Hypericum oblongifolium,4872,TREATMENT_FOR,{}
Hypericum oblongifolium,5361,TREATMENT_FOR,{}
Hypericum oblongifolium,5755;17439,TREATMENT_FOR,{}
Hypericum oblongifolium,6289,TREATMENT_FOR,{}
Hypericum oblongifolium,6406,TREATMENT_FOR,{}
Hypericum oblongifolium,6801,TREATMENT_FOR,{}
Hypericum oblongifolium,7393;7394,TREATMENT_FOR,{}
Hypericum oblongifolium,7770,TREATMENT_FOR,{}
Hypericum papuanum,16089,TREATMENT_FOR,{}
Hypericum papuanum,1380,TREATMENT_FOR,{}
Hypericum papuanum,1412,TREATMENT_FOR,{}
Hypericum papuanum,1870,TREATMENT_FOR,{}
Hypericum papuanum,1890;13651,TREATMENT_FOR,{}
Hypericum papuanum,1904,TREATMENT_FOR,{}
Hypericum papuanum,2056,TREATMENT_FOR,{}
Hypericum papuanum,2245,TREATMENT_FOR,{}
Hypericum papuanum,3068,TREATMENT_FOR,{}
Hypericum papuanum,3476,TREATMENT_FOR,{}
Hypericum papuanum,4872,TREATMENT_FOR,{}
Hypericum papuanum,5318,TREATMENT_FOR,{}
Hypericum papuanum,5755;17439,TREATMENT_FOR,{}
Hypericum patulum,16089,TREATMENT_FOR,{}
Hypericum patulum,2056,TREATMENT_FOR,{}
Hypericum patulum,5755;17439,TREATMENT_FOR,{}
Hypericum perforatum,16089,TREATMENT_FOR,{}
Hypericum perforatum,1324;21193,TREATMENT_FOR,{}
Hypericum perforatum,1372,TREATMENT_FOR,{}
Hypericum perforatum,8119,TREATMENT_FOR,{}
Hypericum perforatum,1380,TREATMENT_FOR,{}
Hypericum perforatum,1412,TREATMENT_FOR,{}
Hypericum perforatum,1537,TREATMENT_FOR,{}
Hypericum perforatum,1685,TREATMENT_FOR,{}
Hypericum perforatum,1712,TREATMENT_FOR,{}
Hypericum perforatum,1870,TREATMENT_FOR,{}
Hypericum perforatum,1890;13651,TREATMENT_FOR,{}
Hypericum perforatum,1904,TREATMENT_FOR,{}
Hypericum perforatum,1915,TREATMENT_FOR,{}
Hypericum perforatum,2056,TREATMENT_FOR,{}
Hypericum perforatum,2245,TREATMENT_FOR,{}
Hypericum perforatum,2267,TREATMENT_FOR,{}
Hypericum perforatum,2317,TREATMENT_FOR,{}
Hypericum perforatum,2353,TREATMENT_FOR,{}
Hypericum perforatum,2405;14032,TREATMENT_FOR,{}
Hypericum perforatum,2475,TREATMENT_FOR,{}
Hypericum perforatum,2637;2638,TREATMENT_FOR,{}
Hypericum perforatum,3068,TREATMENT_FOR,{}
Hypericum perforatum,18571,TREATMENT_FOR,{}
Hypericum perforatum,3263,TREATMENT_FOR,{}
Hypericum perforatum,3476,TREATMENT_FOR,{}
Hypericum perforatum,3552,TREATMENT_FOR,{}
Hypericum perforatum,3722,TREATMENT_FOR,{}
Hypericum perforatum,3870,TREATMENT_FOR,{}
Hypericum perforatum,4061,TREATMENT_FOR,{}
Hypericum perforatum,4154,TREATMENT_FOR,{}
Hypericum perforatum,4302,TREATMENT_FOR,{}
Hypericum perforatum,8135,TREATMENT_FOR,{}
Hypericum perforatum,4306,TREATMENT_FOR,{}
Hypericum perforatum,4822,TREATMENT_FOR,{}
Hypericum perforatum,4827,TREATMENT_FOR,{}
Hypericum perforatum,4872,TREATMENT_FOR,{}
Hypericum perforatum,4955,TREATMENT_FOR,{}
Hypericum perforatum,5318,TREATMENT_FOR,{}
Hypericum perforatum,5324,TREATMENT_FOR,{}
Hypericum perforatum,5361,TREATMENT_FOR,{}
Hypericum perforatum,5456,TREATMENT_FOR,{}
Hypericum perforatum,5644,TREATMENT_FOR,{}
Hypericum perforatum,5755;17439,TREATMENT_FOR,{}
Hypericum perforatum,5787,TREATMENT_FOR,{}
Hypericum perforatum,6064;6065,TREATMENT_FOR,{}
Hypericum perforatum,6289,TREATMENT_FOR,{}
Hypericum perforatum,6406,TREATMENT_FOR,{}
Hypericum perforatum,6536,TREATMENT_FOR,{}
Hypericum perforatum,6801,TREATMENT_FOR,{}
Hypericum perforatum,7104,TREATMENT_FOR,{}
Hypericum perforatum,7327,TREATMENT_FOR,{}
Hypericum perforatum,7393;7394,TREATMENT_FOR,{}
Hypericum perforatum,7800,TREATMENT_FOR,{}
Hypericum perforatum,7843,TREATMENT_FOR,{}
Hypericum polyanthemum,16089,TREATMENT_FOR,{}
Hypericum polyanthemum,1372,TREATMENT_FOR,{}
Hypericum polyanthemum,8119,TREATMENT_FOR,{}
Hypericum polyanthemum,1380,TREATMENT_FOR,{}
Hypericum polyanthemum,1412,TREATMENT_FOR,{}
Hypericum polyanthemum,5360,TREATMENT_FOR,{}
Hypericum polyanthemum,1870,TREATMENT_FOR,{}
Hypericum polyanthemum,1890;13651,TREATMENT_FOR,{}
Hypericum polyanthemum,1904,TREATMENT_FOR,{}
Hypericum polyanthemum,2056,TREATMENT_FOR,{}
Hypericum polyanthemum,2267,TREATMENT_FOR,{}
Hypericum polyanthemum,2353,TREATMENT_FOR,{}
Hypericum polyanthemum,2405;14032,TREATMENT_FOR,{}
Hypericum polyanthemum,2475,TREATMENT_FOR,{}
Hypericum polyanthemum,3068,TREATMENT_FOR,{}
Hypericum polyanthemum,3263,TREATMENT_FOR,{}
Hypericum polyanthemum,3476,TREATMENT_FOR,{}
Hypericum polyanthemum,8135,TREATMENT_FOR,{}
Hypericum polyanthemum,4306,TREATMENT_FOR,{}
Hypericum polyanthemum,4827,TREATMENT_FOR,{}
Hypericum polyanthemum,4872,TREATMENT_FOR,{}
Hypericum polyanthemum,5361,TREATMENT_FOR,{}
Hypericum polyanthemum,5755;17439,TREATMENT_FOR,{}
Hypericum polyanthemum,6406,TREATMENT_FOR,{}
Hypericum polyanthemum,6801,TREATMENT_FOR,{}
Hypericum polyanthemum,7393;7394,TREATMENT_FOR,{}
Hypericum prolificum,2475,TREATMENT_FOR,{}
Hypericum prolificum,18571,TREATMENT_FOR,{}
Hypericum prolificum,4302,TREATMENT_FOR,{}
Hypericum prolificum,4827,TREATMENT_FOR,{}
Hypericum prolificum,5456,TREATMENT_FOR,{}
Hypericum prolificum,7843,TREATMENT_FOR,{}
Hypericum reflexum,16089,TREATMENT_FOR,{}
Hypericum reflexum,1372,TREATMENT_FOR,{}
Hypericum reflexum,8119,TREATMENT_FOR,{}
Hypericum reflexum,1380,TREATMENT_FOR,{}
Hypericum reflexum,1412,TREATMENT_FOR,{}
Hypericum reflexum,5360,TREATMENT_FOR,{}
Hypericum reflexum,1870,TREATMENT_FOR,{}
Hypericum reflexum,1890;13651,TREATMENT_FOR,{}
Hypericum reflexum,1904,TREATMENT_FOR,{}
Hypericum reflexum,2056,TREATMENT_FOR,{}
Hypericum reflexum,2267,TREATMENT_FOR,{}
Hypericum reflexum,2317,TREATMENT_FOR,{}
Hypericum reflexum,2353,TREATMENT_FOR,{}
Hypericum reflexum,2405;14032,TREATMENT_FOR,{}
Hypericum reflexum,2475,TREATMENT_FOR,{}
Hypericum reflexum,3068,TREATMENT_FOR,{}
Hypericum reflexum,3263,TREATMENT_FOR,{}
Hypericum reflexum,3476,TREATMENT_FOR,{}
Hypericum reflexum,8135,TREATMENT_FOR,{}
Hypericum reflexum,4306,TREATMENT_FOR,{}
Hypericum reflexum,4827,TREATMENT_FOR,{}
Hypericum reflexum,4872,TREATMENT_FOR,{}
Hypericum reflexum,5361,TREATMENT_FOR,{}
Hypericum reflexum,5755;17439,TREATMENT_FOR,{}
Hypericum reflexum,5787,TREATMENT_FOR,{}
Hypericum reflexum,6289,TREATMENT_FOR,{}
Hypericum reflexum,6406,TREATMENT_FOR,{}
Hypericum reflexum,6801,TREATMENT_FOR,{}
Hypericum reflexum,7393;7394,TREATMENT_FOR,{}
Hypericum reptans,16089,TREATMENT_FOR,{}
Hypericum reptans,8119,TREATMENT_FOR,{}
Hypericum reptans,1380,TREATMENT_FOR,{}
Hypericum reptans,1412,TREATMENT_FOR,{}
Hypericum reptans,1870,TREATMENT_FOR,{}
Hypericum reptans,1904,TREATMENT_FOR,{}
Hypericum reptans,2056,TREATMENT_FOR,{}
Hypericum reptans,2475,TREATMENT_FOR,{}
Hypericum reptans,3068,TREATMENT_FOR,{}
Hypericum reptans,3476,TREATMENT_FOR,{}
Hypericum reptans,4306,TREATMENT_FOR,{}
Hypericum reptans,4872,TREATMENT_FOR,{}
Hypericum reptans,5361,TREATMENT_FOR,{}
Hypericum reptans,6289,TREATMENT_FOR,{}
Hypericum reptans,6406,TREATMENT_FOR,{}
Hypericum reptans,6801,TREATMENT_FOR,{}
Hypericum reptans,7393;7394,TREATMENT_FOR,{}
Hypericum revolutum,16089,TREATMENT_FOR,{}
Hypericum revolutum,1372,TREATMENT_FOR,{}
Hypericum revolutum,8119,TREATMENT_FOR,{}
Hypericum revolutum,1380,TREATMENT_FOR,{}
Hypericum revolutum,1412,TREATMENT_FOR,{}
Hypericum revolutum,5360,TREATMENT_FOR,{}
Hypericum revolutum,1870,TREATMENT_FOR,{}
Hypericum revolutum,1890;13651,TREATMENT_FOR,{}
Hypericum revolutum,1904,TREATMENT_FOR,{}
Hypericum revolutum,2056,TREATMENT_FOR,{}
Hypericum revolutum,2267,TREATMENT_FOR,{}
Hypericum revolutum,2317,TREATMENT_FOR,{}
Hypericum revolutum,2353,TREATMENT_FOR,{}
Hypericum revolutum,2405;14032,TREATMENT_FOR,{}
Hypericum revolutum,2475,TREATMENT_FOR,{}
Hypericum revolutum,3068,TREATMENT_FOR,{}
Hypericum revolutum,3263,TREATMENT_FOR,{}
Hypericum revolutum,3476,TREATMENT_FOR,{}
Hypericum revolutum,8135,TREATMENT_FOR,{}
Hypericum revolutum,4306,TREATMENT_FOR,{}
Hypericum revolutum,4827,TREATMENT_FOR,{}
Hypericum revolutum,4872,TREATMENT_FOR,{}
Hypericum revolutum,5361,TREATMENT_FOR,{}
Hypericum revolutum,5644,TREATMENT_FOR,{}
Hypericum revolutum,5755;17439,TREATMENT_FOR,{}
Hypericum revolutum,6289,TREATMENT_FOR,{}
Hypericum revolutum,6406,TREATMENT_FOR,{}
Hypericum revolutum,6801,TREATMENT_FOR,{}
Hypericum revolutum,7393;7394,TREATMENT_FOR,{}
Hypericum scabrum,985,TREATMENT_FOR,{}
Hypericum scabrum,16089,TREATMENT_FOR,{}
Hypericum scabrum,1372,TREATMENT_FOR,{}
Hypericum scabrum,8119,TREATMENT_FOR,{}
Hypericum scabrum,1380,TREATMENT_FOR,{}
Hypericum scabrum,1412,TREATMENT_FOR,{}
Hypericum scabrum,5360,TREATMENT_FOR,{}
Hypericum scabrum,1870,TREATMENT_FOR,{}
Hypericum scabrum,1890;13651,TREATMENT_FOR,{}
Hypericum scabrum,1904,TREATMENT_FOR,{}
Hypericum scabrum,2011,TREATMENT_FOR,{}
Hypericum scabrum,2056,TREATMENT_FOR,{}
Hypericum scabrum,20887,TREATMENT_FOR,{}
Hypericum scabrum,2267,TREATMENT_FOR,{}
Hypericum scabrum,2317,TREATMENT_FOR,{}
Hypericum scabrum,2353,TREATMENT_FOR,{}
Hypericum scabrum,2405;14032,TREATMENT_FOR,{}
Hypericum scabrum,2475,TREATMENT_FOR,{}
Hypericum scabrum,2479,TREATMENT_FOR,{}
Hypericum scabrum,3068,TREATMENT_FOR,{}
Hypericum scabrum,18571,TREATMENT_FOR,{}
Hypericum scabrum,3263,TREATMENT_FOR,{}
Hypericum scabrum,3476,TREATMENT_FOR,{}
Hypericum scabrum,3587,TREATMENT_FOR,{}
Hypericum scabrum,4302,TREATMENT_FOR,{}
Hypericum scabrum,8135,TREATMENT_FOR,{}
Hypericum scabrum,4306,TREATMENT_FOR,{}
Hypericum scabrum,4827,TREATMENT_FOR,{}
Hypericum scabrum,4872,TREATMENT_FOR,{}
Hypericum scabrum,4914,TREATMENT_FOR,{}
Hypericum scabrum,4955,TREATMENT_FOR,{}
Hypericum scabrum,5318,TREATMENT_FOR,{}
Hypericum scabrum,5361,TREATMENT_FOR,{}
Hypericum scabrum,5456,TREATMENT_FOR,{}
Hypericum scabrum,5630,TREATMENT_FOR,{}
Hypericum scabrum,5755;17439,TREATMENT_FOR,{}
Hypericum scabrum,5901;5902,TREATMENT_FOR,{}
Hypericum scabrum,6289,TREATMENT_FOR,{}
Hypericum scabrum,6406,TREATMENT_FOR,{}
Hypericum scabrum,6801,TREATMENT_FOR,{}
Hypericum scabrum,7064;19001,TREATMENT_FOR,{}
Hypericum scabrum,7393;7394,TREATMENT_FOR,{}
Hypericum scabrum,1584,TREATMENT_FOR,{}
Hypericum scabrum,13863,TREATMENT_FOR,{}
Hypericum scabrum,7770,TREATMENT_FOR,{}
Hypericum scabrum,7843,TREATMENT_FOR,{}
Hypericum sikokumontanum,1380,TREATMENT_FOR,{}
Hypericum sikokumontanum,1412,TREATMENT_FOR,{}
Hypericum sikokumontanum,1890;13651,TREATMENT_FOR,{}
Hypericum sikokumontanum,2056,TREATMENT_FOR,{}
Hypericum sikokumontanum,3476,TREATMENT_FOR,{}
Hypericum sikokumontanum,5755;17439,TREATMENT_FOR,{}
Hypericum sikokumontanum,6289,TREATMENT_FOR,{}
Hypericum styphelioides,16089,TREATMENT_FOR,{}
Hypericum styphelioides,1372,TREATMENT_FOR,{}
Hypericum styphelioides,8119,TREATMENT_FOR,{}
Hypericum styphelioides,1380,TREATMENT_FOR,{}
Hypericum styphelioides,1412,TREATMENT_FOR,{}
Hypericum styphelioides,5360,TREATMENT_FOR,{}
Hypericum styphelioides,1870,TREATMENT_FOR,{}
Hypericum styphelioides,1890;13651,TREATMENT_FOR,{}
Hypericum styphelioides,1904,TREATMENT_FOR,{}
Hypericum styphelioides,2056,TREATMENT_FOR,{}
Hypericum styphelioides,2267,TREATMENT_FOR,{}
Hypericum styphelioides,2317,TREATMENT_FOR,{}
Hypericum styphelioides,2353,TREATMENT_FOR,{}
Hypericum styphelioides,2405;14032,TREATMENT_FOR,{}
Hypericum styphelioides,2475,TREATMENT_FOR,{}
Hypericum styphelioides,2976,TREATMENT_FOR,{}
Hypericum styphelioides,3068,TREATMENT_FOR,{}
Hypericum styphelioides,18571,TREATMENT_FOR,{}
Hypericum styphelioides,3263,TREATMENT_FOR,{}
Hypericum styphelioides,3476,TREATMENT_FOR,{}
Hypericum styphelioides,4302,TREATMENT_FOR,{}
Hypericum styphelioides,8135,TREATMENT_FOR,{}
Hypericum styphelioides,4306,TREATMENT_FOR,{}
Hypericum styphelioides,4827,TREATMENT_FOR,{}
Hypericum styphelioides,4872,TREATMENT_FOR,{}
Hypericum styphelioides,5318,TREATMENT_FOR,{}
Hypericum styphelioides,5361,TREATMENT_FOR,{}
Hypericum styphelioides,5456,TREATMENT_FOR,{}
Hypericum styphelioides,5755;17439,TREATMENT_FOR,{}
Hypericum styphelioides,5787,TREATMENT_FOR,{}
Hypericum styphelioides,6289,TREATMENT_FOR,{}
Hypericum styphelioides,6406,TREATMENT_FOR,{}
Hypericum styphelioides,6801,TREATMENT_FOR,{}
Hypericum styphelioides,7064;19001,TREATMENT_FOR,{}
Hypericum styphelioides,7393;7394,TREATMENT_FOR,{}
Hypericum styphelioides,13863,TREATMENT_FOR,{}
Hypericum styphelioides,7843,TREATMENT_FOR,{}
Hypericum triquetrifolium,16089,TREATMENT_FOR,{}
Hypericum triquetrifolium,1380,TREATMENT_FOR,{}
Hypericum triquetrifolium,1904,TREATMENT_FOR,{}
Hypericum triquetrifolium,2056,TREATMENT_FOR,{}
Hypericum triquetrifolium,2317,TREATMENT_FOR,{}
Hypericum triquetrifolium,2405;14032,TREATMENT_FOR,{}
Hypericum triquetrifolium,2475,TREATMENT_FOR,{}
Hypericum triquetrifolium,3476,TREATMENT_FOR,{}
Hypericum triquetrifolium,4872,TREATMENT_FOR,{}
Hypericum triquetrifolium,5318,TREATMENT_FOR,{}
Hypericum triquetrifolium,5644,TREATMENT_FOR,{}
Hypericum triquetrifolium,5755;17439,TREATMENT_FOR,{}
Hypericum triquetrifolium,6406,TREATMENT_FOR,{}
Hypoestes purpurea,16089,TREATMENT_FOR,{}
Hypoestes purpurea,1380,TREATMENT_FOR,{}
Hypoestes purpurea,1870,TREATMENT_FOR,{}
Hypoestes purpurea,1890;13651,TREATMENT_FOR,{}
Hypoestes purpurea,2056,TREATMENT_FOR,{}
Hypoestes purpurea,2317,TREATMENT_FOR,{}
Hypoestes purpurea,2475,TREATMENT_FOR,{}
Hypoestes purpurea,2479,TREATMENT_FOR,{}
Hypoestes purpurea,3476,TREATMENT_FOR,{}
Hypoestes purpurea,4827,TREATMENT_FOR,{}
Hypoestes purpurea,15921,TREATMENT_FOR,{}
Hypoestes purpurea,7393;7394,TREATMENT_FOR,{}
Hypoestes serpens,1121,TREATMENT_FOR,{}
Hypoestes serpens,1870,TREATMENT_FOR,{}
Hypoestes serpens,2475,TREATMENT_FOR,{}
Hypoestes serpens,13734,TREATMENT_FOR,{}
Hypoestes serpens,5318,TREATMENT_FOR,{}
Hypoestes serpens,5361,TREATMENT_FOR,{}
Hypoestes serpens,6406,TREATMENT_FOR,{}
Hypolepis punctata,16089,TREATMENT_FOR,{}
Hypolepis punctata,1372,TREATMENT_FOR,{}
Hypolepis punctata,8119,TREATMENT_FOR,{}
Hypolepis punctata,1380,TREATMENT_FOR,{}
Hypolepis punctata,1412,TREATMENT_FOR,{}
Hypolepis punctata,1870,TREATMENT_FOR,{}
Hypolepis punctata,1904,TREATMENT_FOR,{}
Hypolepis punctata,2056,TREATMENT_FOR,{}
Hypolepis punctata,2267,TREATMENT_FOR,{}
Hypolepis punctata,2317,TREATMENT_FOR,{}
Hypolepis punctata,2353,TREATMENT_FOR,{}
Hypolepis punctata,2405;14032,TREATMENT_FOR,{}
Hypolepis punctata,2475,TREATMENT_FOR,{}
Hypolepis punctata,3068,TREATMENT_FOR,{}
Hypolepis punctata,3263,TREATMENT_FOR,{}
Hypolepis punctata,3476,TREATMENT_FOR,{}
Hypolepis punctata,8135,TREATMENT_FOR,{}
Hypolepis punctata,4306,TREATMENT_FOR,{}
Hypolepis punctata,4827,TREATMENT_FOR,{}
Hypolepis punctata,4872,TREATMENT_FOR,{}
Hypolepis punctata,5318,TREATMENT_FOR,{}
Hypolepis punctata,5361,TREATMENT_FOR,{}
Hypolepis punctata,5755;17439,TREATMENT_FOR,{}
Hypolepis punctata,6289,TREATMENT_FOR,{}
Hypolepis punctata,6406,TREATMENT_FOR,{}
Hypolepis punctata,6801,TREATMENT_FOR,{}
Hypolepis punctata,7393;7394,TREATMENT_FOR,{}
Hypoxis nyasica,16089,TREATMENT_FOR,{}
Hypoxis nyasica,8119,TREATMENT_FOR,{}
Hypoxis nyasica,1380,TREATMENT_FOR,{}
Hypoxis nyasica,1412,TREATMENT_FOR,{}
Hypoxis nyasica,1870,TREATMENT_FOR,{}
Hypoxis nyasica,1904,TREATMENT_FOR,{}
Hypoxis nyasica,2056,TREATMENT_FOR,{}
Hypoxis nyasica,2317,TREATMENT_FOR,{}
Hypoxis nyasica,2475,TREATMENT_FOR,{}
Hypoxis nyasica,4872,TREATMENT_FOR,{}
Hypoxis nyasica,5361,TREATMENT_FOR,{}
Hypoxis nyasica,5644,TREATMENT_FOR,{}
Hypoxis nyasica,6406,TREATMENT_FOR,{}
Hypoxis nyasica,6801,TREATMENT_FOR,{}
Hypoxis nyasica,7064;19001,TREATMENT_FOR,{}
Hypoxis nyasica,7393;7394,TREATMENT_FOR,{}
Hypoxis nyasica,13863,TREATMENT_FOR,{}
Hyptis brevipes,16089,TREATMENT_FOR,{}
Hyptis brevipes,1372,TREATMENT_FOR,{}
Hyptis brevipes,8119,TREATMENT_FOR,{}
Hyptis brevipes,1380,TREATMENT_FOR,{}
Hyptis brevipes,1412,TREATMENT_FOR,{}
Hyptis brevipes,1870,TREATMENT_FOR,{}
Hyptis brevipes,1904,TREATMENT_FOR,{}
Hyptis brevipes,2056,TREATMENT_FOR,{}
Hyptis brevipes,2267,TREATMENT_FOR,{}
Hyptis brevipes,2317,TREATMENT_FOR,{}
Hyptis brevipes,2353,TREATMENT_FOR,{}
Hyptis brevipes,2475,TREATMENT_FOR,{}
Hyptis brevipes,3068,TREATMENT_FOR,{}
Hyptis brevipes,3263,TREATMENT_FOR,{}
Hyptis brevipes,3476,TREATMENT_FOR,{}
Hyptis brevipes,8135,TREATMENT_FOR,{}
Hyptis brevipes,4306,TREATMENT_FOR,{}
Hyptis brevipes,4827,TREATMENT_FOR,{}
Hyptis brevipes,4872,TREATMENT_FOR,{}
Hyptis brevipes,5318,TREATMENT_FOR,{}
Hyptis brevipes,5755;17439,TREATMENT_FOR,{}
Hyptis brevipes,6289,TREATMENT_FOR,{}
Hyptis brevipes,6406,TREATMENT_FOR,{}
Hyptis brevipes,6801,TREATMENT_FOR,{}
Hyptis brevipes,7393;7394,TREATMENT_FOR,{}
Hyptis capitata,1412,TREATMENT_FOR,{}
Hyptis capitata,2198,TREATMENT_FOR,{}
Hyptis pectinata,2198,TREATMENT_FOR,{}
Hyptis pectinata,3411,TREATMENT_FOR,{}
Hyptis pectinata,4852,TREATMENT_FOR,{}
Hyptis pectinata,6968,TREATMENT_FOR,{}
Hyptis pectinata,7477,TREATMENT_FOR,{}
Hyptis suaveolens,1380,TREATMENT_FOR,{}
Hyptis suaveolens,2198,TREATMENT_FOR,{}
Hyptis suaveolens,2475,TREATMENT_FOR,{}
Hyptis suaveolens,2637;2638,TREATMENT_FOR,{}
Hyptis suaveolens,3870,TREATMENT_FOR,{}
Hyptis suaveolens,4188,TREATMENT_FOR,{}
Hyptis suaveolens,8135,TREATMENT_FOR,{}
Hyptis suaveolens,4405,TREATMENT_FOR,{}
Hyptis suaveolens,4638,TREATMENT_FOR,{}
Hyptis suaveolens,4751,TREATMENT_FOR,{}
Hyptis suaveolens,4955,TREATMENT_FOR,{}
Hyptis suaveolens,5235,TREATMENT_FOR,{}
Hyptis suaveolens,5456,TREATMENT_FOR,{}
Hyptis suaveolens,5630,TREATMENT_FOR,{}
Hyptis suaveolens,6013,TREATMENT_FOR,{}
Hyptis suaveolens,6157,TREATMENT_FOR,{}
Hyptis suaveolens,6766,TREATMENT_FOR,{}
Hyptis suaveolens,6968,TREATMENT_FOR,{}
Hyptis suaveolens,7104,TREATMENT_FOR,{}
Hyptis suaveolens,7327,TREATMENT_FOR,{}
Hyptis suaveolens,7770,TREATMENT_FOR,{}
Hyptis suaveolens,7800,TREATMENT_FOR,{}
Hyptis tomentosa,16089,TREATMENT_FOR,{}
Hyptis verticillata,1380,TREATMENT_FOR,{}
Hyptis verticillata,1412,TREATMENT_FOR,{}
Hyptis verticillata,2056,TREATMENT_FOR,{}
Hyptis verticillata,3068,TREATMENT_FOR,{}
Hyptis verticillata,5318,TREATMENT_FOR,{}
Hyssopus officinalis,16089,TREATMENT_FOR,{}
Hyssopus officinalis,8119,TREATMENT_FOR,{}
Hyssopus officinalis,1380,TREATMENT_FOR,{}
Hyssopus officinalis,1412,TREATMENT_FOR,{}
Hyssopus officinalis,1724,TREATMENT_FOR,{}
Hyssopus officinalis,5360,TREATMENT_FOR,{}
Hyssopus officinalis,1904,TREATMENT_FOR,{}
Hyssopus officinalis,2056,TREATMENT_FOR,{}
Hyssopus officinalis,2198,TREATMENT_FOR,{}
Hyssopus officinalis,2221,TREATMENT_FOR,{}
Hyssopus officinalis,2317,TREATMENT_FOR,{}
Hyssopus officinalis,2405;14032,TREATMENT_FOR,{}
Hyssopus officinalis,2475,TREATMENT_FOR,{}
Hyssopus officinalis,2539,TREATMENT_FOR,{}
Hyssopus officinalis,3068,TREATMENT_FOR,{}
Hyssopus officinalis,18571,TREATMENT_FOR,{}
Hyssopus officinalis,3257,TREATMENT_FOR,{}
Hyssopus officinalis,3476,TREATMENT_FOR,{}
Hyssopus officinalis,3773,TREATMENT_FOR,{}
Hyssopus officinalis,4302,TREATMENT_FOR,{}
Hyssopus officinalis,8135,TREATMENT_FOR,{}
Hyssopus officinalis,4306,TREATMENT_FOR,{}
Hyssopus officinalis,4331,TREATMENT_FOR,{}
Hyssopus officinalis,4822,TREATMENT_FOR,{}
Hyssopus officinalis,4827,TREATMENT_FOR,{}
Hyssopus officinalis,4852,TREATMENT_FOR,{}
Hyssopus officinalis,4872,TREATMENT_FOR,{}
Hyssopus officinalis,4955,TREATMENT_FOR,{}
Hyssopus officinalis,5318,TREATMENT_FOR,{}
Hyssopus officinalis,5361,TREATMENT_FOR,{}
Hyssopus officinalis,5456,TREATMENT_FOR,{}
Hyssopus officinalis,5531,TREATMENT_FOR,{}
