source,target,relationship,properties
Hymenaea courbaril,16089,TREATMENT_FOR,{}
Hymenaea courbaril,1380,TREATMENT_FOR,{}
Hymenaea courbaril,1412,TREATMENT_FOR,{}
Hymenaea courbaril,1870,TREATMENT_FOR,{}
Hymenaea courbaril,2056,TREATMENT_FOR,{}
Hymenaea courbaril,2317,TREATMENT_FOR,{}
Hymenaea courbaril,2405;14032,TREATMENT_FOR,{}
Hymenaea courbaril,2475,TREATMENT_FOR,{}
Hymenaea courbaril,3476,TREATMENT_FOR,{}
Hymenaea courbaril,4872,TREATMENT_FOR,{}
Hymenaea courbaril,5318,TREATMENT_FOR,{}
Hymenaea courbaril,5361,TREATMENT_FOR,{}
Hymenaea courbaril,5486;5488,TREATMENT_FOR,{}
Hymenaea courbaril,5755;17439,TREATMENT_FOR,{}
Hymenaea courbaril,6289,TREATMENT_FOR,{}
Hymenaea courbaril,6406,TREATMENT_FOR,{}
Hymenaea courbaril,7393;7394,TREATMENT_FOR,{}
Hymenaea oblongifolia,16089,TREATMENT_FOR,{}
Hymenaea oblongifolia,1412,TREATMENT_FOR,{}
Hymenaea oblongifolia,1870,TREATMENT_FOR,{}
Hymenaea oblongifolia,5361,TREATMENT_FOR,{}
Hymenaea oblongifolia,7393;7394,TREATMENT_FOR,{}
Hymenidium lindleyanum,16089,TREATMENT_FOR,{}
Hymenidium lindleyanum,8119,TREATMENT_FOR,{}
Hymenidium lindleyanum,5360,TREATMENT_FOR,{}
Hymenidium lindleyanum,1904,TREATMENT_FOR,{}
Hymenidium lindleyanum,2056,TREATMENT_FOR,{}
Hymenidium lindleyanum,2405;14032,TREATMENT_FOR,{}
Hymenidium lindleyanum,2475,TREATMENT_FOR,{}
Hymenidium lindleyanum,3068,TREATMENT_FOR,{}
Hymenidium lindleyanum,3476,TREATMENT_FOR,{}
Hymenidium lindleyanum,4306,TREATMENT_FOR,{}
Hymenidium lindleyanum,4827,TREATMENT_FOR,{}
Hymenidium lindleyanum,4872,TREATMENT_FOR,{}
Hymenidium lindleyanum,5361,TREATMENT_FOR,{}
Hymenidium lindleyanum,5755;17439,TREATMENT_FOR,{}
Hymenidium lindleyanum,6406,TREATMENT_FOR,{}
Hymenidium lindleyanum,15921,TREATMENT_FOR,{}
Hymenocallis arenicola,16089,TREATMENT_FOR,{}
Hymenocallis arenicola,8119,TREATMENT_FOR,{}
Hymenocallis arenicola,5360,TREATMENT_FOR,{}
Hymenocallis arenicola,1904,TREATMENT_FOR,{}
Hymenocallis arenicola,2405;14032,TREATMENT_FOR,{}
Hymenocallis arenicola,2475,TREATMENT_FOR,{}
Hymenocallis arenicola,3068,TREATMENT_FOR,{}
Hymenocallis arenicola,3476,TREATMENT_FOR,{}
Hymenocallis arenicola,4306,TREATMENT_FOR,{}
Hymenocallis arenicola,4827,TREATMENT_FOR,{}
Hymenocallis arenicola,4872,TREATMENT_FOR,{}
Hymenocallis arenicola,5361,TREATMENT_FOR,{}
Hymenocallis arenicola,6406,TREATMENT_FOR,{}
Hymenocallis littoralis,2056,TREATMENT_FOR,{}
Hymenocallis littoralis,2407,TREATMENT_FOR,{}
Hymenocallis littoralis,4651,TREATMENT_FOR,{}
Hymenocallis littoralis,5755;17439,TREATMENT_FOR,{}
Hymenocallis littoralis,5809,TREATMENT_FOR,{}
Hymenocallis speciosa,16089,TREATMENT_FOR,{}
Hymenocallis speciosa,1380,TREATMENT_FOR,{}
Hymenocallis speciosa,1904,TREATMENT_FOR,{}
Hymenocallis speciosa,2056,TREATMENT_FOR,{}
Hymenocallis speciosa,2317,TREATMENT_FOR,{}
Hymenocallis speciosa,2405;14032,TREATMENT_FOR,{}
Hymenocallis speciosa,3476,TREATMENT_FOR,{}
Hymenocallis speciosa,4872,TREATMENT_FOR,{}
Hymenocallis speciosa,5755;17439,TREATMENT_FOR,{}
Hymenocallis speciosa,6406,TREATMENT_FOR,{}
Hymenodictyon excelsum,1870,TREATMENT_FOR,{}
Hymenodictyon excelsum,2056,TREATMENT_FOR,{}
Hymenodictyon excelsum,6406,TREATMENT_FOR,{}
Hymenodictyon obovatum,4751,TREATMENT_FOR,{}
Hymenodictyon obovatum,5641,TREATMENT_FOR,{}
Hymenodictyon orixense,8119,TREATMENT_FOR,{}
Hymenodictyon orixense,1724,TREATMENT_FOR,{}
Hymenodictyon orixense,1804;17460,TREATMENT_FOR,{}
Hymenodictyon orixense,2056,TREATMENT_FOR,{}
Hymenodictyon orixense,2637;2638,TREATMENT_FOR,{}
Hymenodictyon orixense,3773,TREATMENT_FOR,{}
Hymenodictyon orixense,4822,TREATMENT_FOR,{}
Hymenodictyon orixense,4955,TREATMENT_FOR,{}
Hymenodictyon orixense,6042,TREATMENT_FOR,{}
Hymenodictyon orixense,6968,TREATMENT_FOR,{}
Hymenodictyon orixense,6994,TREATMENT_FOR,{}
Hymenodictyon orixense,7468,TREATMENT_FOR,{}
Hymenothrix wislizenii,16089,TREATMENT_FOR,{}
Hymenothrix wislizenii,1372,TREATMENT_FOR,{}
Hymenothrix wislizenii,8119,TREATMENT_FOR,{}
Hymenothrix wislizenii,1380,TREATMENT_FOR,{}
Hymenothrix wislizenii,1412,TREATMENT_FOR,{}
Hymenothrix wislizenii,5360,TREATMENT_FOR,{}
Hymenothrix wislizenii,1870,TREATMENT_FOR,{}
Hymenothrix wislizenii,1904,TREATMENT_FOR,{}
Hymenothrix wislizenii,2056,TREATMENT_FOR,{}
Hymenothrix wislizenii,2267,TREATMENT_FOR,{}
Hymenothrix wislizenii,2353,TREATMENT_FOR,{}
Hymenothrix wislizenii,2405;14032,TREATMENT_FOR,{}
Hymenothrix wislizenii,2475,TREATMENT_FOR,{}
Hymenothrix wislizenii,3068,TREATMENT_FOR,{}
Hymenothrix wislizenii,3263,TREATMENT_FOR,{}
Hymenothrix wislizenii,3476,TREATMENT_FOR,{}
Hymenothrix wislizenii,8135,TREATMENT_FOR,{}
Hymenothrix wislizenii,4306,TREATMENT_FOR,{}
Hymenothrix wislizenii,4827,TREATMENT_FOR,{}
Hymenothrix wislizenii,4872,TREATMENT_FOR,{}
Hymenothrix wislizenii,5361,TREATMENT_FOR,{}
Hymenothrix wislizenii,5755;17439,TREATMENT_FOR,{}
Hymenothrix wislizenii,6289,TREATMENT_FOR,{}
Hymenothrix wislizenii,6406,TREATMENT_FOR,{}
Hymenothrix wislizenii,6801,TREATMENT_FOR,{}
Hymenothrix wislizenii,7393;7394,TREATMENT_FOR,{}
Hymenoxys grandiflora,1380,TREATMENT_FOR,{}
Hymenoxys grandiflora,1412,TREATMENT_FOR,{}
Hymenoxys grandiflora,1870,TREATMENT_FOR,{}
Hymenoxys grandiflora,2475,TREATMENT_FOR,{}
Hymenoxys grandiflora,5318,TREATMENT_FOR,{}
Hymenoxys grandiflora,6406,TREATMENT_FOR,{}
Hymenoxys insignis,16089,TREATMENT_FOR,{}
Hymenoxys insignis,1372,TREATMENT_FOR,{}
Hymenoxys insignis,8119,TREATMENT_FOR,{}
Hymenoxys insignis,1380,TREATMENT_FOR,{}
Hymenoxys insignis,1412,TREATMENT_FOR,{}
Hymenoxys insignis,5360,TREATMENT_FOR,{}
Hymenoxys insignis,1870,TREATMENT_FOR,{}
Hymenoxys insignis,1890;13651,TREATMENT_FOR,{}
Hymenoxys insignis,1904,TREATMENT_FOR,{}
Hymenoxys insignis,2011,TREATMENT_FOR,{}
Hymenoxys insignis,2056,TREATMENT_FOR,{}
Hymenoxys insignis,20887,TREATMENT_FOR,{}
Hymenoxys insignis,2267,TREATMENT_FOR,{}
Hymenoxys insignis,2317,TREATMENT_FOR,{}
Hymenoxys insignis,2353,TREATMENT_FOR,{}
Hymenoxys insignis,2405;14032,TREATMENT_FOR,{}
Hymenoxys insignis,2475,TREATMENT_FOR,{}
Hymenoxys insignis,3068,TREATMENT_FOR,{}
Hymenoxys insignis,3263,TREATMENT_FOR,{}
Hymenoxys insignis,3476,TREATMENT_FOR,{}
Hymenoxys insignis,3587,TREATMENT_FOR,{}
Hymenoxys insignis,8135,TREATMENT_FOR,{}
Hymenoxys insignis,4306,TREATMENT_FOR,{}
Hymenoxys insignis,4827,TREATMENT_FOR,{}
Hymenoxys insignis,4872,TREATMENT_FOR,{}
Hymenoxys insignis,5361,TREATMENT_FOR,{}
Hymenoxys insignis,5755;17439,TREATMENT_FOR,{}
Hymenoxys insignis,5787,TREATMENT_FOR,{}
Hymenoxys insignis,6289,TREATMENT_FOR,{}
Hymenoxys insignis,6406,TREATMENT_FOR,{}
Hymenoxys insignis,6801,TREATMENT_FOR,{}
Hymenoxys insignis,7393;7394,TREATMENT_FOR,{}
Hymenoxys insignis,1584,TREATMENT_FOR,{}
Hymenoxys insignis,7770,TREATMENT_FOR,{}
Hymenoxys insignis,2000,TREATMENT_FOR,{}
Hymenoxys ivesiana,16089,TREATMENT_FOR,{}
Hymenoxys ivesiana,1412,TREATMENT_FOR,{}
Hymenoxys ivesiana,1870,TREATMENT_FOR,{}
Hymenoxys ivesiana,2405;14032,TREATMENT_FOR,{}
Hymenoxys ivesiana,3476,TREATMENT_FOR,{}
Hymenoxys ivesiana,4872,TREATMENT_FOR,{}
Hymenoxys ivesiana,6406,TREATMENT_FOR,{}
Hymenoxys ivesiana,15921,TREATMENT_FOR,{}
Hymenoxys microcephala,1380,TREATMENT_FOR,{}
Hymenoxys microcephala,1412,TREATMENT_FOR,{}
Hymenoxys microcephala,1870,TREATMENT_FOR,{}
Hymenoxys microcephala,2056,TREATMENT_FOR,{}
Hymenoxys microcephala,2317,TREATMENT_FOR,{}
Hymenoxys microcephala,2475,TREATMENT_FOR,{}
Hymenoxys microcephala,5318,TREATMENT_FOR,{}
Hymenoxys microcephala,5361,TREATMENT_FOR,{}
Hymenoxys microcephala,5755;17439,TREATMENT_FOR,{}
Hymenoxys microcephala,6406,TREATMENT_FOR,{}
Hymenoxys microcephala,7393;7394,TREATMENT_FOR,{}
Hyoscyamus albus,4897,TREATMENT_FOR,{}
Hyoscyamus niger,16089,TREATMENT_FOR,{}
Hyoscyamus niger,1142,TREATMENT_FOR,{}
Hyoscyamus niger,8119,TREATMENT_FOR,{}
Hyoscyamus niger,1380,TREATMENT_FOR,{}
Hyoscyamus niger,1412,TREATMENT_FOR,{}
Hyoscyamus niger,1724,TREATMENT_FOR,{}
Hyoscyamus niger,1870,TREATMENT_FOR,{}
Hyoscyamus niger,2198,TREATMENT_FOR,{}
Hyoscyamus niger,2221,TREATMENT_FOR,{}
Hyoscyamus niger,2245,TREATMENT_FOR,{}
Hyoscyamus niger,2405;14032,TREATMENT_FOR,{}
Hyoscyamus niger,2416,TREATMENT_FOR,{}
Hyoscyamus niger,2475,TREATMENT_FOR,{}
Hyoscyamus niger,2539,TREATMENT_FOR,{}
Hyoscyamus niger,2637;2638,TREATMENT_FOR,{}
Hyoscyamus niger,5699,TREATMENT_FOR,{}
Hyoscyamus niger,2976,TREATMENT_FOR,{}
Hyoscyamus niger,3102,TREATMENT_FOR,{}
Hyoscyamus niger,18571,TREATMENT_FOR,{}
Hyoscyamus niger,3401,TREATMENT_FOR,{}
Hyoscyamus niger,3411,TREATMENT_FOR,{}
Hyoscyamus niger,3476,TREATMENT_FOR,{}
Hyoscyamus niger,3722,TREATMENT_FOR,{}
Hyoscyamus niger,8135,TREATMENT_FOR,{}
Hyoscyamus niger,11190,TREATMENT_FOR,{}
Hyoscyamus niger,4751,TREATMENT_FOR,{}
Hyoscyamus niger,4822,TREATMENT_FOR,{}
Hyoscyamus niger,4852,TREATMENT_FOR,{}
Hyoscyamus niger,4872,TREATMENT_FOR,{}
Hyoscyamus niger,4955,TREATMENT_FOR,{}
Hyoscyamus niger,5109;21406,TREATMENT_FOR,{}
Hyoscyamus niger,13734,TREATMENT_FOR,{}
Hyoscyamus niger,5318,TREATMENT_FOR,{}
Hyoscyamus niger,5531,TREATMENT_FOR,{}
Hyoscyamus niger,5644,TREATMENT_FOR,{}
Hyoscyamus niger,5653,TREATMENT_FOR,{}
Hyoscyamus niger,5733,TREATMENT_FOR,{}
Hyoscyamus niger,5970,TREATMENT_FOR,{}
Hyoscyamus niger,12881,TREATMENT_FOR,{}
Hyoscyamus niger,6406,TREATMENT_FOR,{}
Hyoscyamus niger,6766,TREATMENT_FOR,{}
Hyoscyamus niger,6801,TREATMENT_FOR,{}
Hyoscyamus niger,7770,TREATMENT_FOR,{}
Hyoscyamus niger,11609,TREATMENT_FOR,{}
Hyoscyamus pusillus,16089,TREATMENT_FOR,{}
Hyoscyamus pusillus,1372,TREATMENT_FOR,{}
Hyoscyamus pusillus,1380,TREATMENT_FOR,{}
Hyoscyamus pusillus,1412,TREATMENT_FOR,{}
Hyoscyamus pusillus,1870,TREATMENT_FOR,{}
Hyoscyamus pusillus,1904,TREATMENT_FOR,{}
Hyoscyamus pusillus,2056,TREATMENT_FOR,{}
Hyoscyamus pusillus,2267,TREATMENT_FOR,{}
Hyoscyamus pusillus,2353,TREATMENT_FOR,{}
Hyoscyamus pusillus,2405;14032,TREATMENT_FOR,{}
Hyoscyamus pusillus,2475,TREATMENT_FOR,{}
Hyoscyamus pusillus,18571,TREATMENT_FOR,{}
Hyoscyamus pusillus,4302,TREATMENT_FOR,{}
Hyoscyamus pusillus,4827,TREATMENT_FOR,{}
Hyoscyamus pusillus,4872,TREATMENT_FOR,{}
Hyoscyamus pusillus,5318,TREATMENT_FOR,{}
Hyoscyamus pusillus,5361,TREATMENT_FOR,{}
Hyoscyamus pusillus,5456,TREATMENT_FOR,{}
Hyoscyamus pusillus,5787,TREATMENT_FOR,{}
Hyoscyamus pusillus,6406,TREATMENT_FOR,{}
Hyoscyamus pusillus,6968,TREATMENT_FOR,{}
Hyoscyamus pusillus,1584,TREATMENT_FOR,{}
Hyoscyamus pusillus,7843,TREATMENT_FOR,{}
Hypecoum leptocarpum,16089,TREATMENT_FOR,{}
Hypecoum leptocarpum,8119,TREATMENT_FOR,{}
Hypecoum leptocarpum,2475,TREATMENT_FOR,{}
Hypecoum leptocarpum,3476,TREATMENT_FOR,{}
Hypecoum leptocarpum,5644,TREATMENT_FOR,{}
Hypecoum leptocarpum,7104,TREATMENT_FOR,{}
Hyperbaena columbica,1412,TREATMENT_FOR,{}
Hyperbaena columbica,1870,TREATMENT_FOR,{}
Hyperbaena columbica,5361,TREATMENT_FOR,{}
Hyperbaena columbica,7393;7394,TREATMENT_FOR,{}
Hypericum annulatum,1904,TREATMENT_FOR,{}
Hypericum ascyron,16089,TREATMENT_FOR,{}
Hypericum ascyron,1179,TREATMENT_FOR,{}
Hypericum ascyron,1372,TREATMENT_FOR,{}
Hypericum ascyron,8119,TREATMENT_FOR,{}
Hypericum ascyron,1380,TREATMENT_FOR,{}
Hypericum ascyron,1412,TREATMENT_FOR,{}
Hypericum ascyron,5360,TREATMENT_FOR,{}
Hypericum ascyron,1870,TREATMENT_FOR,{}
Hypericum ascyron,1890;13651,TREATMENT_FOR,{}
Hypericum ascyron,1904,TREATMENT_FOR,{}
Hypericum ascyron,2011,TREATMENT_FOR,{}
Hypericum ascyron,2056,TREATMENT_FOR,{}
Hypericum ascyron,2057,TREATMENT_FOR,{}
Hypericum ascyron,20887,TREATMENT_FOR,{}
Hypericum ascyron,2267,TREATMENT_FOR,{}
Hypericum ascyron,2317,TREATMENT_FOR,{}
Hypericum ascyron,2353,TREATMENT_FOR,{}
Hypericum ascyron,2405;14032,TREATMENT_FOR,{}
Hypericum ascyron,2475,TREATMENT_FOR,{}
Hypericum ascyron,2479,TREATMENT_FOR,{}
Hypericum ascyron,3068,TREATMENT_FOR,{}
Hypericum ascyron,18571,TREATMENT_FOR,{}
Hypericum ascyron,3263,TREATMENT_FOR,{}
Hypericum ascyron,3476,TREATMENT_FOR,{}
Hypericum ascyron,3587,TREATMENT_FOR,{}
Hypericum ascyron,3773,TREATMENT_FOR,{}
Hypericum ascyron,9278,TREATMENT_FOR,{}
Hypericum ascyron,4302,TREATMENT_FOR,{}
Hypericum ascyron,8135,TREATMENT_FOR,{}
Hypericum ascyron,4306,TREATMENT_FOR,{}
Hypericum ascyron,4827,TREATMENT_FOR,{}
Hypericum ascyron,4872,TREATMENT_FOR,{}
Hypericum ascyron,4914,TREATMENT_FOR,{}
Hypericum ascyron,5318,TREATMENT_FOR,{}
Hypericum ascyron,5361,TREATMENT_FOR,{}
Hypericum ascyron,5456,TREATMENT_FOR,{}
Hypericum ascyron,5630,TREATMENT_FOR,{}
Hypericum ascyron,5755;17439,TREATMENT_FOR,{}
Hypericum ascyron,5787,TREATMENT_FOR,{}
Hypericum ascyron,5901;5902,TREATMENT_FOR,{}
Hypericum ascyron,6289,TREATMENT_FOR,{}
Hypericum ascyron,6406,TREATMENT_FOR,{}
Hypericum ascyron,15921,TREATMENT_FOR,{}
Hypericum ascyron,6801,TREATMENT_FOR,{}
Hypericum ascyron,7064;19001,TREATMENT_FOR,{}
Hypericum ascyron,7393;7394,TREATMENT_FOR,{}
Hypericum ascyron,1584,TREATMENT_FOR,{}
Hypericum ascyron,13863,TREATMENT_FOR,{}
Hypericum ascyron,7770,TREATMENT_FOR,{}
Hypericum ascyron,2000,TREATMENT_FOR,{}
Hypericum ascyron,7843,TREATMENT_FOR,{}
Hypericum aucheri,16089,TREATMENT_FOR,{}
Hypericum aucheri,1904,TREATMENT_FOR,{}
Hypericum aucheri,2405;14032,TREATMENT_FOR,{}
Hypericum aucheri,4872,TREATMENT_FOR,{}
Hypericum aucheri,5318,TREATMENT_FOR,{}
Hypericum balearicum,16089,TREATMENT_FOR,{}
Hypericum balearicum,1372,TREATMENT_FOR,{}
Hypericum balearicum,8119,TREATMENT_FOR,{}
Hypericum balearicum,1380,TREATMENT_FOR,{}
Hypericum balearicum,1412,TREATMENT_FOR,{}
Hypericum balearicum,5360,TREATMENT_FOR,{}
Hypericum balearicum,1870,TREATMENT_FOR,{}
Hypericum balearicum,1890;13651,TREATMENT_FOR,{}
Hypericum balearicum,1904,TREATMENT_FOR,{}
Hypericum balearicum,2056,TREATMENT_FOR,{}
Hypericum balearicum,2267,TREATMENT_FOR,{}
Hypericum balearicum,2317,TREATMENT_FOR,{}
Hypericum balearicum,2353,TREATMENT_FOR,{}
Hypericum balearicum,2405;14032,TREATMENT_FOR,{}
Hypericum balearicum,2475,TREATMENT_FOR,{}
Hypericum balearicum,3068,TREATMENT_FOR,{}
Hypericum balearicum,3263,TREATMENT_FOR,{}
Hypericum balearicum,3476,TREATMENT_FOR,{}
Hypericum balearicum,8135,TREATMENT_FOR,{}
Hypericum balearicum,4306,TREATMENT_FOR,{}
Hypericum balearicum,4827,TREATMENT_FOR,{}
Hypericum balearicum,4872,TREATMENT_FOR,{}
Hypericum balearicum,5318,TREATMENT_FOR,{}
Hypericum balearicum,5361,TREATMENT_FOR,{}
Hypericum balearicum,5755;17439,TREATMENT_FOR,{}
Hypericum balearicum,6289,TREATMENT_FOR,{}
Hypericum balearicum,6406,TREATMENT_FOR,{}
Hypericum balearicum,6801,TREATMENT_FOR,{}
Hypericum balearicum,7393;7394,TREATMENT_FOR,{}
Hypericum caprifoliatum,1412,TREATMENT_FOR,{}
Hypericum caprifoliatum,1870,TREATMENT_FOR,{}
Hypericum caprifoliatum,5361,TREATMENT_FOR,{}
Hypericum caprifoliatum,7393;7394,TREATMENT_FOR,{}
Hypericum carinatum,16089,TREATMENT_FOR,{}
Hypericum carinatum,1372,TREATMENT_FOR,{}
Hypericum carinatum,8119,TREATMENT_FOR,{}
Hypericum carinatum,1380,TREATMENT_FOR,{}
Hypericum carinatum,1412,TREATMENT_FOR,{}
Hypericum carinatum,5360,TREATMENT_FOR,{}
Hypericum carinatum,1870,TREATMENT_FOR,{}
Hypericum carinatum,1904,TREATMENT_FOR,{}
Hypericum carinatum,2056,TREATMENT_FOR,{}
Hypericum carinatum,2267,TREATMENT_FOR,{}
Hypericum carinatum,2353,TREATMENT_FOR,{}
Hypericum carinatum,2405;14032,TREATMENT_FOR,{}
Hypericum carinatum,2475,TREATMENT_FOR,{}
Hypericum carinatum,3068,TREATMENT_FOR,{}
Hypericum carinatum,3263,TREATMENT_FOR,{}
Hypericum carinatum,3476,TREATMENT_FOR,{}
Hypericum carinatum,8135,TREATMENT_FOR,{}
Hypericum carinatum,4306,TREATMENT_FOR,{}
Hypericum carinatum,4827,TREATMENT_FOR,{}
Hypericum carinatum,4872,TREATMENT_FOR,{}
Hypericum carinatum,5361,TREATMENT_FOR,{}
Hypericum carinatum,5755;17439,TREATMENT_FOR,{}
Hypericum carinatum,6406,TREATMENT_FOR,{}
Hypericum carinatum,6801,TREATMENT_FOR,{}
Hypericum carinatum,7393;7394,TREATMENT_FOR,{}
Hypericum chinense,985,TREATMENT_FOR,{}
Hypericum chinense,1179,TREATMENT_FOR,{}
Hypericum chinense,1380,TREATMENT_FOR,{}
Hypericum chinense,2267,TREATMENT_FOR,{}
Hypericum chinense,2317,TREATMENT_FOR,{}
Hypericum chinense,2479,TREATMENT_FOR,{}
Hypericum chinense,4061,TREATMENT_FOR,{}
Hypericum chinense,8135,TREATMENT_FOR,{}
Hypericum chinense,4827,TREATMENT_FOR,{}
Hypericum chinense,4872,TREATMENT_FOR,{}
Hypericum chinense,4914,TREATMENT_FOR,{}
Hypericum chinense,5456,TREATMENT_FOR,{}
Hypericum chinense,5809,TREATMENT_FOR,{}
Hypericum chinense,6406,TREATMENT_FOR,{}
Hypericum chinense,1584,TREATMENT_FOR,{}
Hypericum chinense,2000,TREATMENT_FOR,{}
Hypericum elodeoides,1904,TREATMENT_FOR,{}
Hypericum elodeoides,2198,TREATMENT_FOR,{}
Hypericum elodeoides,2637;2638,TREATMENT_FOR,{}
Hypericum elodeoides,4872,TREATMENT_FOR,{}
Hypericum elodeoides,4955,TREATMENT_FOR,{}
Hypericum faberi,985,TREATMENT_FOR,{}
Hypericum faberi,1179,TREATMENT_FOR,{}
Hypericum faberi,1380,TREATMENT_FOR,{}
Hypericum faberi,2267,TREATMENT_FOR,{}
Hypericum faberi,2317,TREATMENT_FOR,{}
Hypericum faberi,2479,TREATMENT_FOR,{}
Hypericum faberi,4061,TREATMENT_FOR,{}
Hypericum faberi,8135,TREATMENT_FOR,{}
Hypericum faberi,4827,TREATMENT_FOR,{}
Hypericum faberi,4872,TREATMENT_FOR,{}
Hypericum faberi,4914,TREATMENT_FOR,{}
Hypericum faberi,5456,TREATMENT_FOR,{}
Hypericum faberi,5809,TREATMENT_FOR,{}
Hypericum faberi,6406,TREATMENT_FOR,{}
Hypericum faberi,1584,TREATMENT_FOR,{}
Hypericum faberi,2000,TREATMENT_FOR,{}
Hypericum henryi,16089,TREATMENT_FOR,{}
Hypericum henryi,8119,TREATMENT_FOR,{}
Hypericum henryi,5360,TREATMENT_FOR,{}
Hypericum henryi,1904,TREATMENT_FOR,{}
Hypericum henryi,2405;14032,TREATMENT_FOR,{}
Hypericum henryi,2475,TREATMENT_FOR,{}
Hypericum henryi,3068,TREATMENT_FOR,{}
Hypericum henryi,3476,TREATMENT_FOR,{}
Hypericum henryi,4306,TREATMENT_FOR,{}
Hypericum henryi,4827,TREATMENT_FOR,{}
Hypericum henryi,4872,TREATMENT_FOR,{}
Hypericum henryi,5361,TREATMENT_FOR,{}
Hypericum henryi,6406,TREATMENT_FOR,{}
Hypericum hirsutum,16089,TREATMENT_FOR,{}
Hypericum hirsutum,1380,TREATMENT_FOR,{}
Hypericum hirsutum,1412,TREATMENT_FOR,{}
Hypericum hirsutum,1870,TREATMENT_FOR,{}
Hypericum hirsutum,1904,TREATMENT_FOR,{}
Hypericum hirsutum,2011,TREATMENT_FOR,{}
Hypericum hirsutum,2056,TREATMENT_FOR,{}
Hypericum hirsutum,20887,TREATMENT_FOR,{}
Hypericum hirsutum,2405;14032,TREATMENT_FOR,{}
Hypericum hirsutum,3476,TREATMENT_FOR,{}
Hypericum hirsutum,3587,TREATMENT_FOR,{}
Hypericum hirsutum,4306,TREATMENT_FOR,{}
Hypericum hirsutum,4827,TREATMENT_FOR,{}
Hypericum hirsutum,4872,TREATMENT_FOR,{}
Hypericum hirsutum,5318,TREATMENT_FOR,{}
Hypericum hirsutum,5755;17439,TREATMENT_FOR,{}
Hypericum hirsutum,6289,TREATMENT_FOR,{}
Hypericum hirsutum,6406,TREATMENT_FOR,{}
Hypericum hirsutum,7393;7394,TREATMENT_FOR,{}
Hypericum hirsutum,7770,TREATMENT_FOR,{}
Hypericum hookerianum,1915,TREATMENT_FOR,{}
Hypericum japonicum,16089,TREATMENT_FOR,{}
Hypericum japonicum,1372,TREATMENT_FOR,{}
Hypericum japonicum,8119,TREATMENT_FOR,{}
Hypericum japonicum,1380,TREATMENT_FOR,{}
Hypericum japonicum,1412,TREATMENT_FOR,{}
Hypericum japonicum,1724,TREATMENT_FOR,{}
Hypericum japonicum,1870,TREATMENT_FOR,{}
Hypericum japonicum,1890;13651,TREATMENT_FOR,{}
Hypericum japonicum,1904,TREATMENT_FOR,{}
Hypericum japonicum,2056,TREATMENT_FOR,{}
Hypericum japonicum,2267,TREATMENT_FOR,{}
Hypericum japonicum,2317,TREATMENT_FOR,{}
Hypericum japonicum,2353,TREATMENT_FOR,{}
Hypericum japonicum,2405;14032,TREATMENT_FOR,{}
Hypericum japonicum,2475,TREATMENT_FOR,{}
Hypericum japonicum,2479,TREATMENT_FOR,{}
Hypericum japonicum,2637;2638,TREATMENT_FOR,{}
Hypericum japonicum,3068,TREATMENT_FOR,{}
Hypericum japonicum,3263,TREATMENT_FOR,{}
Hypericum japonicum,3401,TREATMENT_FOR,{}
Hypericum japonicum,3411,TREATMENT_FOR,{}
Hypericum japonicum,3476,TREATMENT_FOR,{}
Hypericum japonicum,3896;3897,TREATMENT_FOR,{}
Hypericum japonicum,4302,TREATMENT_FOR,{}
Hypericum japonicum,8135,TREATMENT_FOR,{}
Hypericum japonicum,4306,TREATMENT_FOR,{}
Hypericum japonicum,4822,TREATMENT_FOR,{}
Hypericum japonicum,4827,TREATMENT_FOR,{}
Hypericum japonicum,4872,TREATMENT_FOR,{}
Hypericum japonicum,4955,TREATMENT_FOR,{}
Hypericum japonicum,5318,TREATMENT_FOR,{}
Hypericum japonicum,5361,TREATMENT_FOR,{}
Hypericum japonicum,5456,TREATMENT_FOR,{}
Hypericum japonicum,5630,TREATMENT_FOR,{}
Hypericum japonicum,5644,TREATMENT_FOR,{}
Hypericum japonicum,5755;17439,TREATMENT_FOR,{}
Hypericum japonicum,6289,TREATMENT_FOR,{}
Hypericum japonicum,6406,TREATMENT_FOR,{}
Hypericum japonicum,15921,TREATMENT_FOR,{}
Hypericum japonicum,6801,TREATMENT_FOR,{}
Hypericum japonicum,6968,TREATMENT_FOR,{}
Hypericum japonicum,7117,TREATMENT_FOR,{}
Hypericum japonicum,7393;7394,TREATMENT_FOR,{}
Hypericum japonicum,7770,TREATMENT_FOR,{}
Hypericum laricifolium,16089,TREATMENT_FOR,{}
Hypericum laricifolium,1372,TREATMENT_FOR,{}
Hypericum laricifolium,8119,TREATMENT_FOR,{}
Hypericum laricifolium,1380,TREATMENT_FOR,{}
Hypericum laricifolium,1412,TREATMENT_FOR,{}
Hypericum laricifolium,5360,TREATMENT_FOR,{}
Hypericum laricifolium,1870,TREATMENT_FOR,{}
Hypericum laricifolium,1890;13651,TREATMENT_FOR,{}
Hypericum laricifolium,1904,TREATMENT_FOR,{}
Hypericum laricifolium,2011,TREATMENT_FOR,{}
Hypericum laricifolium,2055;14484,TREATMENT_FOR,{}
Hypericum laricifolium,2056,TREATMENT_FOR,{}
Hypericum laricifolium,20887,TREATMENT_FOR,{}
Hypericum laricifolium,2267,TREATMENT_FOR,{}
Hypericum laricifolium,2317,TREATMENT_FOR,{}
Hypericum laricifolium,2353,TREATMENT_FOR,{}
