id,label,name,attributes
3144,Disease,Factor X Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3148,Disease,Factor Xi Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 1}"
3152,Disease,Factor Xii Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3156,Disease,Factor Xiii Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 6}"
12047,Disease,Failed Back Surgery Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3160;21461,Disease,Failure To Thrive,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14514,Disease,Fallopian Tube Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13227,Disease,Fallopian Tube Adenofibroma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20606,Disease,Fallopian Tube Adenomatoid Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14506,Disease,Fallopian Tube Adenosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13229,Disease,Fallopian Tube Benign Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14505,Disease,Fallopian Tube Carcinosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14518,Disease,Fallopian Tube Clear Cell Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13228,Disease,Fallopian Tube Cystadenofibroma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3161,Disease,Fallopian Tube Diseases,"{""symptoms"": """", ""no_of_symptoms"": 1}"
14515,Disease,Fallopian Tube Endometrioid Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14521,Disease,Fallopian Tube Endometriosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14504,Disease,Fallopian Tube Germ Cell Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14508,Disease,Fallopian Tube Gestational Choriocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13230,Disease,Fallopian Tube Leiomyoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14507,Disease,Fallopian Tube Leiomyosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14519,Disease,Fallopian Tube Mucinous Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20607,Disease,Fallopian Tube Mucinous Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3163,Disease,Fallopian Tube Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14517,Disease,Fallopian Tube Papillary Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14516,Disease,Fallopian Tube Serous Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20608,Disease,Fallopian Tube Serous Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14513,Disease,Fallopian Tube Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14503,Disease,Fallopian Tube Teratoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14520,Disease,Fallopian Tube Transitional Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17035,Disease,Familial Adenomatous Polyposis 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17034,Disease,Familial Adenomatous Polyposis 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17033,Disease,Familial Adenomatous Polyposis 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17032,Disease,Familial Adenomatous Polyposis 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16282,Disease,Familial Adult Myoclonic Epilepsy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16289,Disease,Familial Adult Myoclonic Epilepsy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16287,Disease,Familial Adult Myoclonic Epilepsy 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16284,Disease,Familial Adult Myoclonic Epilepsy 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16286,Disease,Familial Adult Myoclonic Epilepsy 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16288,Disease,Familial Adult Myoclonic Epilepsy 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16283,Disease,Familial Adult Myoclonic Epilepsy 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16285,Disease,Familial Adult Myoclonic Epilepsy 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16847,Disease,Familial Apolipoprotein A5 Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20764,Disease,Familial Atrial Fibrillation,"{""symptoms"": """", ""no_of_symptoms"": 1}"
15593,Disease,Familial Behcet-Like Autoinflammatory Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15547,Disease,Familial Chronic Myelocytic Leukemia-Like Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16849,Disease,Familial Chylomicronemia Due To Inhibition Of Lipoprotein Lipase Activity,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16845,Disease,Familial Chylomicronemia Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15589,Disease,Familial Cold Autoinflammatory Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15592,Disease,Familial Cold Autoinflammatory Syndrome 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15591,Disease,Familial Cold Autoinflammatory Syndrome 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15590,Disease,Familial Cold Autoinflammatory Syndrome 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19408,Disease,Familial Episodic Pain Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19411,Disease,Familial Episodic Pain Syndrome 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19410,Disease,Familial Episodic Pain Syndrome 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19409,Disease,Familial Episodic Pain Syndrome 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15334,Disease,Familial Erythrocytosis 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15335,Disease,Familial Erythrocytosis 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15332,Disease,Familial Erythrocytosis 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15331,Disease,Familial Erythrocytosis 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15333,Disease,Familial Erythrocytosis 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15328,Disease,Familial Erythrocytosis 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15329,Disease,Familial Erythrocytosis 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15330,Disease,Familial Erythrocytosis 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
439,Disease,Familial Exudative Vitreoretinopathies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20748,Disease,Familial Febrile Seizures,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20753,Disease,Familial Febrile Seizures 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20756,Disease,Familial Febrile Seizures 10,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20752,Disease,Familial Febrile Seizures 11,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20750,Disease,Familial Febrile Seizures 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20755,Disease,Familial Febrile Seizures 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20754,Disease,Familial Febrile Seizures 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20751,Disease,Familial Febrile Seizures 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20749,Disease,Familial Febrile Seizures 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20758,Disease,Familial Febrile Seizures 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20757,Disease,Familial Febrile Seizures 9,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13377,Disease,Familial Focal Epilepsy With Variable Foci,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13381,Disease,Familial Focal Epilepsy With Variable Foci 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13380,Disease,Familial Focal Epilepsy With Variable Foci 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13379,Disease,Familial Focal Epilepsy With Variable Foci 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13378,Disease,Familial Focal Epilepsy With Variable Foci 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14386,Disease,Familial Gestational Hyperthyroidism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18617,Disease,Familial Glomangioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17792,Disease,Familial Glucocorticoid Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16848,Disease,Familial Gpihbp1 Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20739,Disease,Familial Hemiplegic Migraine,"{""symptoms"": """", ""no_of_symptoms"": 4}"
20742,Disease,Familial Hemiplegic Migraine 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20741,Disease,Familial Hemiplegic Migraine 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20740,Disease,Familial Hemiplegic Migraine 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18247,Disease,Familial Hemophagocytic Lymphohistiocytosis 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18246,Disease,Familial Hemophagocytic Lymphohistiocytosis 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18245,Disease,Familial Hemophagocytic Lymphohistiocytosis 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18244,Disease,Familial Hemophagocytic Lymphohistiocytosis 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18243,Disease,Familial Hemophagocytic Lymphohistiocytosis 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17780,Disease,Familial Hepatic Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16855,Disease,Familial Hyperinsulinemic Hypoglycemia 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16856,Disease,Familial Hyperinsulinemic Hypoglycemia 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16858,Disease,Familial Hyperinsulinemic Hypoglycemia 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16859,Disease,Familial Hyperinsulinemic Hypoglycemia 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16854,Disease,Familial Hyperinsulinemic Hypoglycemia 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16857,Disease,Familial Hyperinsulinemic Hypoglycemia 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16853,Disease,Familial Hyperinsulinemic Hypoglycemia 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16840,Disease,Familial Hypobetalipoproteinemia 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16841,Disease,Familial Hypobetalipoproteinemia 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17444,Disease,Familial Hypocalciuric Hypercalcemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17447,Disease,Familial Hypocalciuric Hypercalcemia 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17446,Disease,Familial Hypocalciuric Hypercalcemia 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17445,Disease,Familial Hypocalciuric Hypercalcemia 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11643,Disease,Familial Hypophosphatemic Rickets,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17238,Disease,Familial Isolated Hypoparathyroidism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19661,Disease,Familial Isolated Trichomegaly,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19890,Disease,Familial Juvenile Hyperuricemic Nephropathy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16846,Disease,Familial Lipase Maturation Factor 1 Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
6006,Disease,Familial Mediterranean Fever,"{""symptoms"": """", ""no_of_symptoms"": 1}"
19464,Disease,Familial Melanoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
161,Disease,Familial Multiple Lipomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20142,Disease,Familial Partial Lipodystrophy Type 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20144,Disease,Familial Partial Lipodystrophy Type 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20143,Disease,Familial Partial Lipodystrophy Type 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13041,Disease,Familial Primary Pulmonary Hypertension,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20036,Disease,Familial Progressive Hyperpigmentation With Or Without Hypopigmentation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18469,Disease,Familial Renal Oncocytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18486,Disease,Familial Renal Papillary Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16873,Disease,Familial Restrictive Cardiomyopathy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16872,Disease,Familial Restrictive Cardiomyopathy 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16871,Disease,Familial Restrictive Cardiomyopathy 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16874,Disease,Familial Restrictive Cardiomyopathy 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13375,Disease,Familial Temporal Lobe Epilepsy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13368,Disease,Familial Temporal Lobe Epilepsy 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13373,Disease,Familial Temporal Lobe Epilepsy 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13370,Disease,Familial Temporal Lobe Epilepsy 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13371,Disease,Familial Temporal Lobe Epilepsy 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13374,Disease,Familial Temporal Lobe Epilepsy 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13372,Disease,Familial Temporal Lobe Epilepsy 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13369,Disease,Familial Temporal Lobe Epilepsy 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14419,Disease,Familial Thyroid Dyshormonogenesis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17490,Disease,Familial Visceral Amyloidosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17464,Disease,Familial Woolly Hair Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14512,Disease,Familiar Fallopian Tube Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13887,Disease,Familiar Ovarian Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3172,Disease,Fanconi Anemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15289,Disease,Fanconi Anemia Complementation Group A,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15286,Disease,Fanconi Anemia Complementation Group B,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15297,Disease,Fanconi Anemia Complementation Group C,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15295,Disease,Fanconi Anemia Complementation Group D1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15301,Disease,Fanconi Anemia Complementation Group D2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15300,Disease,Fanconi Anemia Complementation Group E,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15296,Disease,Fanconi Anemia Complementation Group F,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15298,Disease,Fanconi Anemia Complementation Group G,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15293,Disease,Fanconi Anemia Complementation Group I,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15287,Disease,Fanconi Anemia Complementation Group J,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15302,Disease,Fanconi Anemia Complementation Group L,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15290,Disease,Fanconi Anemia Complementation Group N,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15288,Disease,Fanconi Anemia Complementation Group O,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15292,Disease,Fanconi Anemia Complementation Group P,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15291,Disease,Fanconi Anemia Complementation Group Q,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15294,Disease,Fanconi Anemia Complementation Group R,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15305,Disease,Fanconi Anemia Complementation Group S,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15303,Disease,Fanconi Anemia Complementation Group T,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15299,Disease,Fanconi Anemia Complementation Group U,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15304,Disease,Fanconi Anemia Complementation Group V,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15306,Disease,Fanconi Anemia Complementation Group W,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19162,Disease,Fanconi Renotubular Syndrome 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19161,Disease,Fanconi Renotubular Syndrome 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19160,Disease,Fanconi Renotubular Syndrome 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19159,Disease,Fanconi Renotubular Syndrome 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19158,Disease,Fanconi Renotubular Syndrome 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3168,Disease,Fanconi Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14831,Disease,Far Eastern Spotted Fever,"{""symptoms"": """", ""no_of_symptoms"": 3}"
12077,Disease,Farber Lipogranulomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3176,Disease,Farmer'S Lung,"{""symptoms"": """", ""no_of_symptoms"": 1}"
3180,Disease,Fasciculation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3182,Disease,Fasciitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9885,Disease,"Fasciitis, Necrotizing","{""symptoms"": """", ""no_of_symptoms"": 0}"
11127,Disease,"Fasciitis, Plantar","{""symptoms"": """", ""no_of_symptoms"": 0}"
3183,Disease,Fascioliasis,"{""symptoms"": """", ""no_of_symptoms"": 3}"
3186,Disease,Fascioloidiasis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3190,Disease,Fat Necrosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17657,Disease,Fat Necrosis Of Breast,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18977,Disease,Fatal Infantile Hypertonic Myofibrillar Myopathy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3191;21611,Disease,Fatigue,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8414,Disease,"Fatigue Syndrome, Chronic","{""symptoms"": """", ""no_of_symptoms"": 0}"
3193,Disease,Fatty Liver,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3194,Disease,"Fatty Liver, Alcoholic","{""symptoms"": """", ""no_of_symptoms"": 0}"
3197,Disease,Favism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18000,Disease,Fazio-Londe Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21444,Disease,Febrile Convulsion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12985,Disease,Febrile Neutropenia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3203,Disease,Fecal Impaction,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3202,Disease,Fecal Incontinence,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20975,Disease,Feces And Droppings Symptom,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21451,Disease,Feeding Difficulties And Mismanagement,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21453,Disease,Feeding Problem,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8659,Disease,Feline Acquired Immunodeficiency Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8887,Disease,Feline Infectious Peritonitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3204,Disease,Feline Panleukopenia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3206,Disease,Felty Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17644,Disease,Female Breast Axillary Tail Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17642,Disease,Female Breast Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17590,Disease,Female Breast Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17649,Disease,Female Breast Central Part Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17645,Disease,Female Breast Lower-Inner Quadrant Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17647,Disease,Female Breast Lower-Outer Quadrant Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17648,Disease,Female Breast Nipple And Areola Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17646,Disease,Female Breast Upper-Inner Quadrant Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17643,Disease,Female Breast Upper-Outer Quadrant Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18571,Disease,Female Infertility Of Uterine Origin,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13884,Disease,Female Reproductive Endometrioid Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14925,Disease,Female Reproductive Organ Benign Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13989,Disease,Female Stress Incontinence,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13850,Disease,Female Urethral Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11601,Disease,Female Urogenital Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3210,Disease,Female Urogenital Diseases And Pregnancy Complications,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13596,Disease,Female-Restricted Syndromic X-Linked Intellectual Disability 99,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19242,Disease,Female-Restricted Wieacker-Wolff Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3211,Disease,Feminization,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12447,Disease,Femoracetabular Impingement,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3212,Disease,Femoral Fractures,"{""symptoms"": """", ""no_of_symptoms"": 0}"
748,Disease,"Femoral Fractures, Distal","{""symptoms"": """", ""no_of_symptoms"": 0}"
3214,Disease,Femoral Neck Fractures,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3217,Disease,Femoral Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10590,Disease,Femoral Neuropathy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13129,Disease,Femoral Vein Thrombophlebitis,"{""symptoms"": """", ""no_of_symptoms"": 1}"
3219,Disease,Femur Head Necrosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19495,Disease,Ferguson-Smith Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
