id,label,name,attributes
19612,Disease,Epidural Spinal Canal Angiolipoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17951,Disease,Epidural Spinal Canal Meningioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21494,Disease,Epigastric Abdominal Lump,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21503,Disease,Epigastric Abdominal Mass,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21336,Disease,Epigastric Abdominal Pain,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21558,Disease,Epigastric Abdominal Rigidity,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21524,Disease,Epigastric Abdominal Swelling,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21512,Disease,Epigastric Abdominal Tenderness,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21533,Disease,Epigastric Pelvic Lump,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21542,Disease,Epigastric Pelvic Mass,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21551,Disease,Epigastric Pelvic Swelling,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18174,Disease,Epiglottis Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13119,Disease,Epiglottis Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
2974,Disease,Epiglottitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9001,Disease,Epilepsia Partialis Continua,"{""symptoms"": """", ""no_of_symptoms"": 0}"
2980,Disease,"Epilepsies, Myoclonic","{""symptoms"": """", ""no_of_symptoms"": 0}"
2977,Disease,"Epilepsies, Partial","{""symptoms"": """", ""no_of_symptoms"": 0}"
2976,Disease,Epilepsy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
2982,Disease,"Epilepsy, Absence","{""symptoms"": """", ""no_of_symptoms"": 0}"
10822,Disease,"Epilepsy, Benign Neonatal","{""symptoms"": """", ""no_of_symptoms"": 0}"
8998,Disease,"Epilepsy, Complex Partial","{""symptoms"": """", ""no_of_symptoms"": 0}"
8999,Disease,"Epilepsy, Frontal Lobe","{""symptoms"": """", ""no_of_symptoms"": 0}"
2978,Disease,"Epilepsy, Generalized","{""symptoms"": """", ""no_of_symptoms"": 0}"
10825,Disease,"Epilepsy, Partial, Motor","{""symptoms"": """", ""no_of_symptoms"": 0}"
10824,Disease,"Epilepsy, Partial, Sensory","{""symptoms"": """", ""no_of_symptoms"": 0}"
2986,Disease,"Epilepsy, Post-Traumatic","{""symptoms"": """", ""no_of_symptoms"": 0}"
10201,Disease,"Epilepsy, Reflex","{""symptoms"": """", ""no_of_symptoms"": 0}"
9916,Disease,"Epilepsy, Rolandic","{""symptoms"": """", ""no_of_symptoms"": 0}"
2984,Disease,"Epilepsy, Temporal Lobe","{""symptoms"": """", ""no_of_symptoms"": 0}"
2979,Disease,"Epilepsy, Tonic-Clonic","{""symptoms"": """", ""no_of_symptoms"": 0}"
21383,Disease,Epileptic Seizure,"{""symptoms"": """", ""no_of_symptoms"": 0}"
244,Disease,Epileptic Syndromes,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18205,Disease,Epiphora Due To Excess Lacrimation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18204,Disease,Epiphora Due To Insufficient Drainage,"{""symptoms"": """", ""no_of_symptoms"": 0}"
2990,Disease,"Epiphyses, Slipped","{""symptoms"": """", ""no_of_symptoms"": 0}"
10016,Disease,Epiretinal Membrane,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20817,Disease,Episcleritis Periodica Fugax,"{""symptoms"": """", ""no_of_symptoms"": 4}"
16056,Disease,Episodic Ataxia Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16055,Disease,Episodic Ataxia Type 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16054,Disease,Episodic Ataxia Type 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16053,Disease,Episodic Ataxia Type 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16052,Disease,Episodic Ataxia Type 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16051,Disease,Episodic Ataxia Type 7,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16050,Disease,Episodic Ataxia Type 8,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16049,Disease,Episodic Ataxia Type 9,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14356,Disease,Episodic Kinesigenic Dyskinesia 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17269,Disease,Episodic Kinesigenic Dyskinesia 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
2991,Disease,Epispadias,"{""symptoms"": """", ""no_of_symptoms"": 0}"
2998;21658,Disease,Epistaxis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17141,Disease,Epithelial And Subepithelial Dystrophy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18224,Disease,Epithelial Maligt Thymoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13976,Disease,Epithelial Predomit Pulmonary Blastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18514,Disease,Epithelial Predomit Wilms' Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18131,Disease,Epithelial-Myoepithelial Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17121,Disease,Epithelial-Stromal Tgfbi Dystrophy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17301,Disease,Epithelioid Cell Melanoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18653,Disease,Epithelioid Cell Synovial Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17890,Disease,Epithelioid Inflammatory Myofibroblastic Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13283,Disease,Epithelioid Maligt Peripheral Nerve Sheath Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19768,Disease,Epithelioid Neurofibroma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13937,Disease,Epithelioid Trophoblastic Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20616,Disease,Epithelioid Type Angiomyolipoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20513,Disease,Epstein-Barr Virus Hepatitis,"{""symptoms"": """", ""no_of_symptoms"": 7}"
10057,Disease,Epstein-Barr Virus Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20815,Disease,Equatorial Staphyloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3002,Disease,Equine Infectious Anemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3005,Disease,Equinus Deformity,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11075,Disease,Erdheim-Chester Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
4272,Disease,Erectile Dysfunction,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3009,Disease,Ergotism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3010,Disease,Eructation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3011,Disease,Erysipelas,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3015,Disease,Erysipeloid,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3016,Disease,Erysipelothrix Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3018,Disease,Erythema,"{""symptoms"": """", ""no_of_symptoms"": 0}"
656,Disease,Erythema Ab Igne,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8439,Disease,Erythema Chronicum Migrans,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3020,Disease,Erythema Induratum,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8867,Disease,Erythema Infectiosum,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3026,Disease,Erythema Multiforme,"{""symptoms"": """", ""no_of_symptoms"": 1}"
3028,Disease,Erythema Nodosum,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20713,Disease,Erythematosquamous Dermatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3031,Disease,Erythrasma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3035,Disease,"Erythroblastosis, Fetal","{""symptoms"": """", ""no_of_symptoms"": 0}"
12187,Disease,Erythrokeratodermia Variabilis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19131,Disease,Erythrokeratodermia Variabilis Et Progressiva 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19136,Disease,Erythrokeratodermia Variabilis Et Progressiva 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19135,Disease,Erythrokeratodermia Variabilis Et Progressiva 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19134,Disease,Erythrokeratodermia Variabilis Et Progressiva 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19133,Disease,Erythrokeratodermia Variabilis Et Progressiva 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19132,Disease,Erythrokeratodermia Variabilis Et Progressiva 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15537,Disease,Erythroleukemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3043,Disease,Erythromelalgia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3044,Disease,Erythroplasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15322,Disease,Erythropoietin Polycythemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21202,Disease,Eschar,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3045,Disease,Escherichia Coli Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3046,Disease,Esophageal Achalasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18739,Disease,Esophageal Adenoid Cystic Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19771,Disease,Esophageal Adenosquamous Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3047,Disease,Esophageal And Gastric Varices,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3049,Disease,Esophageal Atresia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19330,Disease,Esophageal Atresia/Tracheoesophageal Fistula,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19770,Disease,Esophageal Basaloid Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18445,Disease,Esophageal Candidiasis,"{""symptoms"": """", ""no_of_symptoms"": 1}"
18735,Disease,Esophageal Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3052,Disease,Esophageal Cyst,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3054,Disease,Esophageal Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3057,Disease,Esophageal Fistula,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19312,Disease,Esophageal Leukoplakia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19314,Disease,Esophageal Lipoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8076,Disease,Esophageal Motility Disorders,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3060,Disease,Esophageal Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19772,Disease,Esophageal Neuroendocrine Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3065,Disease,Esophageal Perforation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8077,Disease,"Esophageal Spasm, Diffuse","{""symptoms"": """", ""no_of_symptoms"": 0}"
359,Disease,Esophageal Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3067,Disease,Esophageal Stenosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15352,Disease,Esophageal Tuberculosis,"{""symptoms"": """", ""no_of_symptoms"": 5}"
19313,Disease,Esophageal Varix,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3068,Disease,Esophagitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3070,Disease,"Esophagitis, Peptic","{""symptoms"": """", ""no_of_symptoms"": 0}"
19308,Disease,Esophagus Carcinoma In Situ,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13580,Disease,Esophagus Leiomyoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19728,Disease,Esophagus Leiomyosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13278,Disease,Esophagus Liposarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19743,Disease,Esophagus Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19774,Disease,Esophagus Melanoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19727,Disease,Esophagus Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18736,Disease,Esophagus Small Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13581,Disease,Esophagus Squamous Cell Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18740,Disease,Esophagus Verrucous Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3074,Disease,Esotropia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
300,Disease,Essential Hypertension,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10504,Disease,Essential Tremor,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16702,Disease,Essential Tremor 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16701,Disease,Essential Tremor 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16700,Disease,Essential Tremor 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16699,Disease,Essential Tremor 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16698,Disease,Essential Tremor 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16703,Disease,Essential Tremor 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9590,Disease,"Esthesioneuroblastoma, Olfactory","{""symptoms"": """", ""no_of_symptoms"": 0}"
17225,Disease,Estrogen Excess,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17655,Disease,Estrogen-Receptor Negative Breast Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17656,Disease,Estrogen-Receptor Positive Breast Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21242,Disease,Ethem,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13549,Disease,Ethmoid Sinus Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13550,Disease,Ethmoid Sinus Adenoid Cystic Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13548,Disease,Ethmoid Sinus Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18598,Disease,Ethmoid Sinus Ectopic Meningioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18599,Disease,Ethmoid Sinus Inverted Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18600,Disease,Ethmoid Sinus Schneiderian Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13551,Disease,Ethmoid Sinus Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8349,Disease,Ethmoid Sinusitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18597,Disease,Ethmoidal Sinus Benign Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12358,Disease,Euglenozoa Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3076,Disease,Eunuchism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13415,Disease,Eustachian Tube Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3077,Disease,Euthyroid Sick Syndromes,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18197,Disease,Eversion Of Lacrimal Punctum,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13783,Disease,Ewing Sarcoma Of Bone,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19724,Disease,Ewsr1-Negative Small Round Cell Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3078;21228,Disease,Exanthema,"{""symptoms"": """", ""no_of_symptoms"": 1}"
3079,Disease,Exanthema Subitum,"{""symptoms"": """", ""no_of_symptoms"": 1}"
21090,Disease,Excess Lymphocytes In Cerebrospinal Fluid,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20972,Disease,Excess Salivation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21099,Disease,Excessive Crying Of Infant,"{""symptoms"": """", ""no_of_symptoms"": 0}"
709,Disease,Exercise-Induced Allergies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14569,Disease,Exercise-Induced Bronchoconstriction,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9355,Disease,Exfoliation Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21613,Disease,Exhaustion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19578,Disease,Exocervical Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5841,Disease,Exocrine Pancreatic Insufficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20776,Disease,Exophthalmic Ophthalmoplegia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3083,Disease,Exophthalmos,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3084,Disease,Exostoses,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3085,Disease,"Exostoses, Multiple Hereditary","{""symptoms"": """", ""no_of_symptoms"": 0}"
3090,Disease,Exotropia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20784,Disease,Exposure Keratitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21380,Disease,Expressive Aphasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15860,Disease,Expressive Language Disorder,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12613,Disease,Exsanguination,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21236,Disease,Extensive Ulcer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11994,Disease,Extensively Drug-Resistant Tuberculosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17713,Disease,External Ear Basal Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17710,Disease,External Ear Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17711,Disease,External Ear Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13558,Disease,External Ear Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19618,Disease,External Ear Lipoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17712,Disease,External Ear Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18124,Disease,External Pathological Resorption,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17801,Disease,Extra-Adrenal Pheochromocytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21089,Disease,Extracellular Fluid Alteration,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19757,Disease,Extracranial Neuroblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18345,Disease,Extragonadal Germ Cell Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18347,Disease,Extragonadal Seminoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15402,Disease,Extrahepatic Bile Duct Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17757,Disease,Extrahepatic Bile Duct Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15400,Disease,Extrahepatic Bile Duct Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14178,Disease,Extrahepatic Bile Duct Cystadenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17761,Disease,Extrahepatic Bile Duct Leiomyoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15401,Disease,Extrahepatic Bile Duct Leiomyosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17771,Disease,Extrahepatic Bile Duct Lipoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17758,Disease,Extrahepatic Bile Duct Papillary Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15404,Disease,Extrahepatic Bile Duct Small Cell Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17775,Disease,Extrahepatic Biliary Papillomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15565,Disease,Extramedullary Plasmacytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
407,Disease,Extranodal Extension,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15582,Disease,Extranodal Marginal Zone Lymphoma Of Mucosa-Associated Lymphoid Tissue,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21420,Disease,Extraocular Muscles Paralysis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17875,Disease,Extraocular Retinoblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13785,Disease,Extraosseous Ewing Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13786,Disease,Extraosseous Ewings Sarcoma-Primitive Neuroepithelial Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18702,Disease,Extraosseous Osteosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13992,Disease,Extrapulmonary Tuberculosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16705,Disease,Extrapyramidal And Movement Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18679,Disease,Extraskeletal Mesenchymal Chondrosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13362,Disease,Extratemporal Epilepsy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3095,Disease,Extravasation Of Diagnostic And Therapeutic Materials,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21306,Disease,Extravasation Of Urine,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17925,Disease,Extraventricular Neurocytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21614,Disease,Extreme Exhaustion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21617,Disease,Extreme Fatigue,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21085,Disease,Extreme Prostration,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14565,Disease,Extrinsic Asthma,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16861,Disease,Extrinsic Cardiomyopathy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15768,Disease,Exudative Glomerulonephritis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17036,Disease,Exudative Vitreoretinopathy,"{""symptoms"": """", ""no_of_symptoms"": 1}"
17039,Disease,Exudative Vitreoretinopathy 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17037,Disease,Exudative Vitreoretinopathy 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3097,Disease,Eye Abnormalities,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20798,Disease,Eye Accommodation Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3099,Disease,Eye Burns,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18800,Disease,Eye Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20794,Disease,Eye Carcinoma In Situ,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15846,Disease,Eye Degenerative Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21723,Disease,Eye Discharge,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3102,Disease,Eye Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8437,Disease,"Eye Diseases, Hereditary","{""symptoms"": """", ""no_of_symptoms"": 0}"
3103,Disease,Eye Foreign Bodies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3106,Disease,Eye Hemorrhage,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8467,Disease,Eye Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8469,Disease,"Eye Infections, Bacterial","{""symptoms"": """", ""no_of_symptoms"": 0}"
8473,Disease,"Eye Infections, Fungal","{""symptoms"": """", ""no_of_symptoms"": 0}"
8476,Disease,"Eye Infections, Parasitic","{""symptoms"": """", ""no_of_symptoms"": 0}"
8487,Disease,"Eye Infections, Viral","{""symptoms"": """", ""no_of_symptoms"": 0}"
3109,Disease,Eye Injuries,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8458,Disease,"Eye Injuries, Penetrating","{""symptoms"": """", ""no_of_symptoms"": 0}"
13750,Disease,Eye Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3112,Disease,Eye Manifestations,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3114,Disease,Eye Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12511,Disease,Eye Pain,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21682,Disease,Eye Strain,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21679,Disease,Eye Symptom,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19484,Disease,Eyelid Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3116,Disease,Eyelid Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3117,Disease,Eyelid Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15575,Disease,Ezb Diffuse Large B-Cell Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15577,Disease,Ezb-Myc+ Diffuse Large B-Cell Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15576,Disease,Ezb-Myc- Diffuse Large B-Cell Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
1230,Disease,Fabry Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21645,Disease,Face Hyperemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3120,Disease,Facial Asymmetry,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3121,Disease,Facial Dermatoses,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21212,Disease,Facial Edema,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3122,Disease,Facial Hemiatrophy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3125,Disease,Facial Injuries,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21035,Disease,Facial Muscle Twitching,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3127,Disease,Facial Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3128,Disease,Facial Nerve Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10311,Disease,Facial Nerve Injuries,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19384,Disease,Facial Nerve Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3130,Disease,Facial Neuralgia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3132,Disease,Facial Pain,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3133;3135,Disease,Facial Paralysis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21644,Disease,Facial Tremor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21648,Disease,Facial Weakness,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9873,Disease,Facies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18875,Disease,Facioscapulohumeral Muscular Dystrophy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18874,Disease,Facioscapulohumeral Muscular Dystrophy 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18877,Disease,Facioscapulohumeral Muscular Dystrophy 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18876,Disease,Facioscapulohumeral Muscular Dystrophy 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15915,Disease,Factitious Disorder,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3136,Disease,Factor V Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3140,Disease,Factor Vii Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 4}"
